transaction_date,transaction_type,amount,units,scheme_code,investor_id,kyc_status
05-03-2023,SIP,2000.0,20.269598457821285,125497,INV0001,Verified
05-04-2023,SIP,2000.0,22.99416313287208,125497,INV0001,Verified
05-05-2023,SIP,2000.0,22.73152713716684,125497,INV0001,Verified
05-06-2023,SIP,2000.0,45.23724193354899,125497,INV0001,Verified
05-07-2023,SIP,2000.0,39.364710871197744,125497,INV0001,Verified
05-08-2023,SIP,2000.0,23.51006757111789,125497,INV0001,Verified
05-09-2023,SIP,2000.0,81.17255791149782,125497,INV0001,Verified
05-10-2023,SIP,2000.0,47.64813224263373,125497,INV0001,Verified
05-11-2023,SIP,2000.0,28.44312339147115,125497,INV0001,Verified
05-12-2023,SIP,2000.0,27.335912415965335,125497,INV0001,Verified
05-01-2024,SIP,2000.0,27.964483467942514,125497,INV0001,Verified
05-02-2024,SIP,2000.0,121.75651405222084,125497,INV0001,Verified
05-03-2024,SIP,2000.0,29.78493226525976,125497,INV0001,Verified
05-04-2024,SIP,2000.0,34.43965624330429,125497,INV0001,Verified
05-05-2024,SIP,2000.0,62.43564589473897,125497,INV0001,Verified
05-06-2024,SIP,2000.0,38.75712183758134,125497,INV0001,Verified
05-07-2024,SIP,2000.0,58.317021364088355,125497,INV0001,Verified
05-08-2024,SIP,2000.0,21.439626733985666,125497,INV0001,Verified
05-09-2024,SIP,2000.0,27.803041374693898,125497,INV0001,Verified
05-10-2024,SIP,2000.0,67.19218648361776,125497,INV0001,Verified
05-11-2024,SIP,2000.0,51.03935770004608,125497,INV0001,Verified
05-12-2024,SIP,2000.0,25.26904521521219,125497,INV0001,Verified
05-01-2025,SIP,2000.0,133.02812000514908,125497,INV0001,Verified
05-02-2025,SIP,2000.0,23.82023342599877,125497,INV0001,Verified
05-03-2025,SIP,2000.0,24.255912861656743,125497,INV0001,Verified
05-04-2025,SIP,2000.0,43.37940219946415,125497,INV0001,Verified
05-05-2025,SIP,2000.0,125.3370433023208,125497,INV0001,Verified
05-06-2025,SIP,2000.0,21.696150554690952,125497,INV0001,Verified
05-07-2025,SIP,2000.0,32.762069518023985,125497,INV0001,Verified
05-08-2025,SIP,2000.0,26.80523746229133,125497,INV0001,Verified
05-09-2025,SIP,2000.0,68.64268603810977,125497,INV0001,Verified
05-10-2025,SIP,2000.0,36.409437215137444,125497,INV0001,Verified
05-11-2025,SIP,2000.0,22.31607773144889,125497,INV0001,Verified
05-12-2025,SIP,2000.0,29.473890327567773,125497,INV0001,Verified
05-03-2020,SIP,2000.0,62.11860015686335,120841,INV0001,Verified
05-04-2020,SIP,2000.0,33.045216455950516,120841,INV0001,Verified
05-05-2020,SIP,2000.0,59.44111425476565,120841,INV0001,Verified
05-06-2020,SIP,2000.0,31.942381504235495,120841,INV0001,Verified
05-07-2020,SIP,2000.0,22.025446995202667,120841,INV0001,Verified
05-08-2020,SIP,2000.0,43.52931748231608,120841,INV0001,Verified
05-09-2020,SIP,2000.0,67.25205472514544,120841,INV0001,Verified
05-10-2020,SIP,2000.0,20.04442152804193,120841,INV0001,Verified
05-11-2020,SIP,2000.0,35.805483283477216,120841,INV0001,Verified
05-12-2020,SIP,2000.0,109.9998250716474,120841,INV0001,Verified
05-01-2021,SIP,2000.0,140.44476537385862,120841,INV0001,Verified
05-02-2021,SIP,2000.0,100.66224821587956,120841,INV0001,Verified
05-03-2021,SIP,2000.0,30.08869677525507,120841,INV0001,Verified
05-04-2021,SIP,2000.0,24.604137029410115,120841,INV0001,Verified
05-05-2021,SIP,2000.0,41.671530939353744,120841,INV0001,Verified
05-06-2021,SIP,2000.0,127.24675172729579,120841,INV0001,Verified
05-07-2021,SIP,2000.0,45.10016497798126,120841,INV0001,Verified
05-08-2021,SIP,2000.0,20.070059717181348,120841,INV0001,Verified
05-09-2021,SIP,2000.0,34.7099947474199,120841,INV0001,Verified
05-10-2021,SIP,2000.0,20.534502001501853,120841,INV0001,Verified
05-11-2021,SIP,2000.0,22.86493700431747,120841,INV0001,Verified
05-12-2021,SIP,2000.0,181.26956166466422,120841,INV0001,Verified
05-01-2022,SIP,2000.0,26.71476616059357,120841,INV0001,Verified
05-02-2022,SIP,2000.0,28.029288785620423,120841,INV0001,Verified
05-03-2022,SIP,2000.0,34.289243293413534,120841,INV0001,Verified
05-04-2022,SIP,2000.0,58.79885620852135,120841,INV0001,Verified
05-05-2022,SIP,2000.0,29.547962618883496,120841,INV0001,Verified
05-06-2022,SIP,2000.0,99.80191503716216,120841,INV0001,Verified
05-07-2022,SIP,2000.0,40.70925905227137,120841,INV0001,Verified
05-08-2022,SIP,2000.0,39.34286898765815,120841,INV0001,Verified
05-09-2022,SIP,2000.0,20.8673659472153,120841,INV0001,Verified
05-10-2022,SIP,2000.0,22.51573620000589,120841,INV0001,Verified
05-11-2022,SIP,2000.0,59.33835144882777,120841,INV0001,Verified
05-12-2022,SIP,2000.0,36.32879363264596,120841,INV0001,Verified
05-01-2023,SIP,2000.0,76.69102978387146,120841,INV0001,Verified
05-02-2023,SIP,2000.0,21.70692266063077,120841,INV0001,Verified
05-03-2023,SIP,2000.0,22.63809117992854,120841,INV0001,Verified
05-04-2023,SIP,2000.0,54.259313767259286,120841,INV0001,Verified
05-05-2023,SIP,2000.0,29.62723551288628,120841,INV0001,Verified
05-06-2023,SIP,2000.0,30.860711875638597,120841,INV0001,Verified
05-07-2023,SIP,2000.0,84.19090834718378,120841,INV0001,Verified
05-08-2023,SIP,2000.0,25.43688744258646,120841,INV0001,Verified
05-09-2023,SIP,2000.0,34.162273666711464,120841,INV0001,Verified
05-10-2023,SIP,2000.0,24.97615305730123,120841,INV0001,Verified
05-11-2023,SIP,2000.0,34.64293411040071,120841,INV0001,Verified
05-12-2023,SIP,2000.0,198.97585829378792,120841,INV0001,Verified
05-01-2024,SIP,2000.0,51.054211872720316,120841,INV0001,Verified
05-02-2024,SIP,2000.0,170.17066769339587,120841,INV0001,Verified
05-03-2024,SIP,2000.0,21.363213241896034,120841,INV0001,Verified
05-04-2024,SIP,2000.0,22.45047646487091,120841,INV0001,Verified
05-05-2024,SIP,2000.0,23.571036095134733,120841,INV0001,Verified
05-06-2024,SIP,2000.0,53.08380929751024,120841,INV0001,Verified
05-07-2024,SIP,2000.0,131.46421902469555,120841,INV0001,Verified
05-08-2024,SIP,2000.0,22.466643343401252,120841,INV0001,Verified
05-09-2024,SIP,2000.0,21.002788628319184,120841,INV0001,Verified
05-10-2024,SIP,2000.0,112.9381320660237,120841,INV0001,Verified
05-11-2024,SIP,2000.0,37.21682067832509,120841,INV0001,Verified
05-12-2024,SIP,2000.0,123.2352203315965,120841,INV0001,Verified
05-01-2025,SIP,2000.0,25.49258205037618,120841,INV0001,Verified
05-02-2025,SIP,2000.0,25.340481475768037,120841,INV0001,Verified
05-03-2025,SIP,2000.0,92.78489872412581,120841,INV0001,Verified
05-04-2025,SIP,2000.0,37.89643410292017,120841,INV0001,Verified
05-05-2025,SIP,2000.0,33.62343441196093,120841,INV0001,Verified
05-06-2025,SIP,2000.0,59.07530034127681,120841,INV0001,Verified
05-07-2025,SIP,2000.0,22.5940260766102,120841,INV0001,Verified
05-08-2025,SIP,2000.0,41.59524882196671,120841,INV0001,Verified
05-09-2025,SIP,2000.0,68.81877072927853,120841,INV0001,Verified
05-10-2025,SIP,2000.0,34.16663011412096,120841,INV0001,Verified
05-11-2025,SIP,2000.0,26.422244621439848,120841,INV0001,Verified
05-12-2025,SIP,2000.0,71.16527084251375,120841,INV0001,Verified
05-11-2021,SIP,5000.0,73.00439721996284,120503,INV0001,Verified
05-12-2021,SIP,5000.0,101.15517684042193,120503,INV0001,Verified
05-01-2022,SIP,5000.0,88.36759752346805,120503,INV0001,Verified
05-02-2022,SIP,5000.0,239.3446441707164,120503,INV0001,Verified
05-03-2022,SIP,5000.0,165.43823082125894,120503,INV0001,Verified
05-04-2022,SIP,5000.0,123.67757568760238,120503,INV0001,Verified
05-05-2022,SIP,5000.0,79.43091288939056,120503,INV0001,Verified
05-06-2022,SIP,5000.0,162.8116878601591,120503,INV0001,Verified
05-07-2022,SIP,5000.0,167.6751510950173,120503,INV0001,Verified
05-08-2022,SIP,5000.0,305.0756458891645,120503,INV0001,Verified
05-09-2022,SIP,5000.0,74.85112169420853,120503,INV0001,Verified
05-10-2022,SIP,5000.0,163.3732762906056,120503,INV0001,Verified
05-11-2022,SIP,5000.0,54.65209499000858,120503,INV0001,Verified
05-12-2022,SIP,5000.0,57.22972465535326,120503,INV0001,Verified
05-01-2023,SIP,5000.0,305.3032116132885,120503,INV0001,Verified
05-02-2023,SIP,5000.0,159.13219691410706,120503,INV0001,Verified
05-03-2023,SIP,5000.0,71.21695528538973,120503,INV0001,Verified
05-04-2023,SIP,5000.0,170.75737203066225,120503,INV0001,Verified
05-05-2023,SIP,5000.0,228.22644007349854,120503,INV0001,Verified
05-06-2023,SIP,5000.0,53.080651510833995,120503,INV0001,Verified
05-07-2023,SIP,5000.0,81.44134448523448,120503,INV0001,Verified
05-08-2023,SIP,5000.0,95.16487743322271,120503,INV0001,Verified
05-09-2023,SIP,5000.0,62.022621044878036,120503,INV0001,Verified
05-10-2023,SIP,5000.0,60.47797207388762,120503,INV0001,Verified
05-11-2023,SIP,5000.0,184.2510168848321,120503,INV0001,Verified
05-12-2023,SIP,5000.0,267.0401913690205,120503,INV0001,Verified
05-01-2024,SIP,5000.0,102.47034185117761,120503,INV0001,Verified
05-02-2024,SIP,5000.0,103.90241669001453,120503,INV0001,Verified
05-03-2024,SIP,5000.0,96.09430441659995,120503,INV0001,Verified
05-04-2024,SIP,5000.0,66.12284903565028,120503,INV0001,Verified
05-05-2024,SIP,5000.0,70.81871178584814,120503,INV0001,Verified
05-06-2024,SIP,5000.0,50.72286729426516,120503,INV0001,Verified
05-07-2024,SIP,5000.0,265.1449692329621,120503,INV0001,Verified
05-08-2024,SIP,5000.0,108.14104052901418,120503,INV0001,Verified
05-09-2024,SIP,5000.0,123.34339190757379,120503,INV0001,Verified
05-10-2024,SIP,5000.0,57.10987813209216,120503,INV0001,Verified
05-11-2024,SIP,5000.0,154.4207412949975,120503,INV0001,Verified
05-12-2024,SIP,5000.0,184.37392788626968,120503,INV0001,Verified
05-01-2025,SIP,5000.0,99.25515102433558,120503,INV0001,Verified
05-02-2025,SIP,5000.0,104.23322917056834,120503,INV0001,Verified
05-03-2025,SIP,5000.0,142.57580811739882,120503,INV0001,Verified
05-04-2025,SIP,5000.0,153.9286581415688,120503,INV0001,Verified
05-05-2025,SIP,5000.0,53.70920961161571,120503,INV0001,Verified
05-06-2025,SIP,5000.0,100.23702637691034,120503,INV0001,Verified
05-07-2025,SIP,5000.0,57.12887236799233,120503,INV0001,Verified
05-08-2025,SIP,5000.0,83.99228342531012,120503,INV0001,Verified
05-09-2025,SIP,5000.0,343.57296065493966,120503,INV0001,Verified
05-10-2025,SIP,5000.0,50.032309786390385,120503,INV0001,Verified
05-11-2025,SIP,5000.0,58.65619869505208,120503,INV0001,Verified
05-12-2025,SIP,5000.0,51.435215776802565,120503,INV0001,Verified
05-04-2021,SIP,10000.0,113.87117705060325,119551,INV0002,Pending
05-05-2021,SIP,10000.0,109.62525299487504,119551,INV0002,Pending
05-06-2021,SIP,10000.0,402.9440555199885,119551,INV0002,Pending
05-07-2021,SIP,10000.0,980.9707322823022,119551,INV0002,Pending
05-08-2021,SIP,10000.0,221.54302947153866,119551,INV0002,Pending
05-09-2021,SIP,10000.0,107.08171353757797,119551,INV0002,Pending
05-10-2021,SIP,10000.0,123.97466426706795,119551,INV0002,Pending
05-11-2021,SIP,10000.0,280.3285290724174,119551,INV0002,Pending
05-12-2021,SIP,10000.0,137.56438209727668,119551,INV0002,Pending
05-01-2022,SIP,10000.0,132.02108151053324,119551,INV0002,Pending
05-02-2022,SIP,10000.0,124.21968676579152,119551,INV0002,Pending
05-03-2022,SIP,10000.0,143.74338639032635,119551,INV0002,Pending
05-04-2022,SIP,10000.0,185.87213054856937,119551,INV0002,Pending
05-05-2022,SIP,10000.0,369.1288934621219,119551,INV0002,Pending
05-06-2022,SIP,10000.0,337.91682752562764,119551,INV0002,Pending
05-07-2022,SIP,10000.0,655.157888869325,119551,INV0002,Pending
05-08-2022,SIP,10000.0,131.20545018070638,119551,INV0002,Pending
05-09-2022,SIP,10000.0,645.7369780496063,119551,INV0002,Pending
05-10-2022,SIP,10000.0,261.6127760896555,119551,INV0002,Pending
05-11-2022,SIP,10000.0,689.0464187325417,119551,INV0002,Pending
05-12-2022,SIP,10000.0,188.9967364795188,119551,INV0002,Pending
05-01-2023,SIP,10000.0,107.82270807332141,119551,INV0002,Pending
05-02-2023,SIP,10000.0,173.00633330923762,119551,INV0002,Pending
05-03-2023,SIP,10000.0,661.4123113349909,119551,INV0002,Pending
05-04-2023,SIP,10000.0,179.51850173457652,119551,INV0002,Pending
05-05-2023,SIP,10000.0,115.44567404973988,119551,INV0002,Pending
05-06-2023,SIP,10000.0,618.5470105033031,119551,INV0002,Pending
05-07-2023,SIP,10000.0,620.4829730028977,119551,INV0002,Pending
05-08-2023,SIP,10000.0,114.20253806177097,119551,INV0002,Pending
05-09-2023,SIP,10000.0,215.79722144453265,119551,INV0002,Pending
05-10-2023,SIP,10000.0,105.54796914505839,119551,INV0002,Pending
05-11-2023,SIP,10000.0,163.20991624101725,119551,INV0002,Pending
05-12-2023,SIP,10000.0,161.02355543902357,119551,INV0002,Pending
05-01-2024,SIP,10000.0,736.5533202121549,119551,INV0002,Pending
05-02-2024,SIP,10000.0,575.4234406243428,119551,INV0002,Pending
05-03-2024,SIP,10000.0,144.58475552635946,119551,INV0002,Pending
05-04-2024,SIP,10000.0,164.28339878663027,119551,INV0002,Pending
05-05-2024,SIP,10000.0,259.92060995662115,119551,INV0002,Pending
05-06-2024,SIP,10000.0,298.78472952560674,119551,INV0002,Pending
05-07-2024,SIP,10000.0,142.29743069356851,119551,INV0002,Pending
05-08-2024,SIP,10000.0,261.2565817330578,119551,INV0002,Pending
05-09-2024,SIP,10000.0,294.9390860032451,119551,INV0002,Pending
05-10-2024,SIP,10000.0,459.15694743517605,119551,INV0002,Pending
05-11-2024,SIP,10000.0,146.85350721900593,119551,INV0002,Pending
05-12-2024,SIP,10000.0,195.50261280684666,119551,INV0002,Pending
05-01-2025,SIP,10000.0,106.82431103019934,119551,INV0002,Pending
05-02-2025,SIP,10000.0,106.13898791968973,119551,INV0002,Pending
05-03-2025,SIP,10000.0,922.6461648844338,119551,INV0002,Pending
05-04-2025,SIP,10000.0,151.73509154326774,119551,INV0002,Pending
05-05-2025,SIP,10000.0,164.82766216751173,119551,INV0002,Pending
05-06-2025,SIP,10000.0,526.3625414596728,119551,INV0002,Pending
05-07-2025,SIP,10000.0,171.27071942019552,119551,INV0002,Pending
05-08-2025,SIP,10000.0,180.08406245536776,119551,INV0002,Pending
05-09-2025,SIP,10000.0,456.18166760494216,119551,INV0002,Pending
05-10-2025,SIP,10000.0,241.48292648206274,119551,INV0002,Pending
05-11-2025,SIP,10000.0,617.6187508612949,119551,INV0002,Pending
05-12-2025,SIP,10000.0,312.64071288525446,119551,INV0002,Pending
05-11-2022,SIP,5000.0,86.7985297959314,119551,INV0003,Rejected
05-12-2022,SIP,5000.0,71.31885416289938,119551,INV0003,Rejected
05-01-2023,SIP,5000.0,83.45266309734303,119551,INV0003,Rejected
05-02-2023,SIP,5000.0,53.27193931308102,119551,INV0003,Rejected
05-03-2023,SIP,5000.0,258.7618687123828,119551,INV0003,Rejected
05-04-2023,SIP,5000.0,56.159944606497966,119551,INV0003,Rejected
05-05-2023,SIP,5000.0,147.92053489326196,119551,INV0003,Rejected
05-06-2023,SIP,5000.0,55.509825555601324,119551,INV0003,Rejected
05-07-2023,SIP,5000.0,65.08933379206496,119551,INV0003,Rejected
05-08-2023,SIP,5000.0,208.41746556119733,119551,INV0003,Rejected
05-09-2023,SIP,5000.0,141.41045559005516,119551,INV0003,Rejected
05-10-2023,SIP,5000.0,172.67179493724862,119551,INV0003,Rejected
05-11-2023,SIP,5000.0,122.371383443892,119551,INV0003,Rejected
05-12-2023,SIP,5000.0,69.56546749586079,119551,INV0003,Rejected
05-01-2024,SIP,5000.0,57.628814003697016,119551,INV0003,Rejected
05-02-2024,SIP,5000.0,90.11149728779334,119551,INV0003,Rejected
05-03-2024,SIP,5000.0,153.36993930549158,119551,INV0003,Rejected
05-04-2024,SIP,5000.0,54.505231175512684,119551,INV0003,Rejected
05-05-2024,SIP,5000.0,343.1261436451996,119551,INV0003,Rejected
05-06-2024,SIP,5000.0,74.53164286797308,119551,INV0003,Rejected
05-07-2024,SIP,5000.0,59.07279712613144,119551,INV0003,Rejected
05-08-2024,SIP,5000.0,357.96595993113135,119551,INV0003,Rejected
05-09-2024,SIP,5000.0,124.93725502858784,119551,INV0003,Rejected
05-10-2024,SIP,5000.0,229.6341020998354,119551,INV0003,Rejected
05-11-2024,SIP,5000.0,50.925927138220096,119551,INV0003,Rejected
05-12-2024,SIP,5000.0,203.72924040102401,119551,INV0003,Rejected
05-01-2025,SIP,5000.0,100.47182358571456,119551,INV0003,Rejected
05-02-2025,SIP,5000.0,68.01789177761808,119551,INV0003,Rejected
05-03-2025,SIP,5000.0,82.6697462702868,119551,INV0003,Rejected
05-04-2025,SIP,5000.0,249.1448197113995,119551,INV0003,Rejected
05-05-2025,SIP,5000.0,52.60135558483443,119551,INV0003,Rejected
05-06-2025,SIP,5000.0,69.25997613689243,119551,INV0003,Rejected
05-07-2025,SIP,5000.0,213.53937258299408,119551,INV0003,Rejected
05-08-2025,SIP,5000.0,377.5712861673998,119551,INV0003,Rejected
05-09-2025,SIP,5000.0,115.66192301407263,119551,INV0003,Rejected
05-10-2025,SIP,5000.0,83.71387048791233,119551,INV0003,Rejected
05-11-2025,SIP,5000.0,102.70988917195065,119551,INV0003,Rejected
05-12-2025,SIP,5000.0,363.2507304474256,119551,INV0003,Rejected
05-01-2024,SIP,5000.0,55.00355377074201,118632,INV0003,Rejected
05-02-2024,SIP,5000.0,172.9691526138659,118632,INV0003,Rejected
05-03-2024,SIP,5000.0,154.0467628780779,118632,INV0003,Rejected
05-04-2024,SIP,5000.0,259.721020815102,118632,INV0003,Rejected
05-05-2024,SIP,5000.0,62.336008168549874,118632,INV0003,Rejected
05-06-2024,SIP,5000.0,55.820938761385605,118632,INV0003,Rejected
05-07-2024,SIP,5000.0,107.35611603792987,118632,INV0003,Rejected
05-08-2024,SIP,5000.0,75.91915021329845,118632,INV0003,Rejected
05-09-2024,SIP,5000.0,209.1192693338117,118632,INV0003,Rejected
05-10-2024,SIP,5000.0,53.3678921531111,118632,INV0003,Rejected
05-11-2024,SIP,5000.0,56.938196757642544,118632,INV0003,Rejected
05-12-2024,SIP,5000.0,51.094159473131434,118632,INV0003,Rejected
05-01-2025,SIP,5000.0,60.26314156668736,118632,INV0003,Rejected
05-02-2025,SIP,5000.0,55.97383031439032,118632,INV0003,Rejected
05-03-2025,SIP,5000.0,408.80491980710883,118632,INV0003,Rejected
05-04-2025,SIP,5000.0,65.53869980271106,118632,INV0003,Rejected
05-05-2025,SIP,5000.0,125.3236730896235,118632,INV0003,Rejected
05-06-2025,SIP,5000.0,53.32000774239886,118632,INV0003,Rejected
05-07-2025,SIP,5000.0,60.82639037782295,118632,INV0003,Rejected
05-08-2025,SIP,5000.0,56.96982347685339,118632,INV0003,Rejected
05-09-2025,SIP,5000.0,60.26460610207337,118632,INV0003,Rejected
05-10-2025,SIP,5000.0,147.0047177361185,118632,INV0003,Rejected
05-11-2025,SIP,5000.0,61.83243705147866,118632,INV0003,Rejected
05-12-2025,SIP,5000.0,253.43908761923944,118632,INV0003,Rejected
05-08-2024,SIP,2000.0,48.22849712787004,118632,INV0004,Verified
05-09-2024,SIP,2000.0,23.852607784672976,118632,INV0004,Verified
05-10-2024,SIP,2000.0,22.61955398299855,118632,INV0004,Verified
05-11-2024,SIP,2000.0,66.52669616437997,118632,INV0004,Verified
05-12-2024,SIP,2000.0,28.817203731088128,118632,INV0004,Verified
05-01-2025,SIP,2000.0,43.60914702102519,118632,INV0004,Verified
05-02-2025,SIP,2000.0,57.02184783409604,118632,INV0004,Verified
05-03-2025,SIP,2000.0,123.09307349678504,118632,INV0004,Verified
05-04-2025,SIP,2000.0,25.12581836157228,118632,INV0004,Verified
05-05-2025,SIP,2000.0,48.07328104347825,118632,INV0004,Verified
05-06-2025,SIP,2000.0,35.81244327423038,118632,INV0004,Verified
05-07-2025,SIP,2000.0,28.107008182685448,118632,INV0004,Verified
05-08-2025,SIP,2000.0,23.274892682214055,118632,INV0004,Verified
05-09-2025,SIP,2000.0,50.24685256228757,118632,INV0004,Verified
05-10-2025,SIP,2000.0,160.20444444337087,118632,INV0004,Verified
05-11-2025,SIP,2000.0,22.488724339816923,118632,INV0004,Verified
05-12-2025,SIP,2000.0,59.684802750993796,118632,INV0004,Verified
05-12-2020,SIP,10000.0,123.79526159343564,120503,INV0005,Rejected
05-01-2021,SIP,10000.0,202.94081721541383,120503,INV0005,Rejected
05-02-2021,SIP,10000.0,101.43919244339297,120503,INV0005,Rejected
05-03-2021,SIP,10000.0,490.0010252931652,120503,INV0005,Rejected
05-04-2021,SIP,10000.0,109.94396314714633,120503,INV0005,Rejected
05-05-2021,SIP,10000.0,368.9071792195837,120503,INV0005,Rejected
05-06-2021,SIP,10000.0,714.5517299418117,120503,INV0005,Rejected
05-07-2021,SIP,10000.0,203.06557378558298,120503,INV0005,Rejected
05-08-2021,SIP,10000.0,176.07856059642708,120503,INV0005,Rejected
05-09-2021,SIP,10000.0,121.08593019195594,120503,INV0005,Rejected
05-10-2021,SIP,10000.0,139.2425199794617,120503,INV0005,Rejected
05-11-2021,SIP,10000.0,105.68179034754614,120503,INV0005,Rejected
05-12-2021,SIP,10000.0,131.0042654169959,120503,INV0005,Rejected
05-01-2022,SIP,10000.0,360.5791556449414,120503,INV0005,Rejected
05-02-2022,SIP,10000.0,204.84765432666822,120503,INV0005,Rejected
05-03-2022,SIP,10000.0,104.823227237182,120503,INV0005,Rejected
05-04-2022,SIP,10000.0,107.67812078226649,120503,INV0005,Rejected
05-05-2022,SIP,10000.0,151.3225891752281,120503,INV0005,Rejected
05-06-2022,SIP,10000.0,143.46199324579965,120503,INV0005,Rejected
05-07-2022,SIP,10000.0,471.3361979348913,120503,INV0005,Rejected
05-08-2022,SIP,10000.0,109.88501996920745,120503,INV0005,Rejected
05-09-2022,SIP,10000.0,179.7235032016225,120503,INV0005,Rejected
05-10-2022,SIP,10000.0,142.81560112532694,120503,INV0005,Rejected
05-11-2022,SIP,10000.0,254.0878837891806,120503,INV0005,Rejected
05-12-2022,SIP,10000.0,137.45939276812084,120503,INV0005,Rejected
05-01-2023,SIP,10000.0,166.9529269655843,120503,INV0005,Rejected
05-02-2023,SIP,10000.0,366.7624013600991,120503,INV0005,Rejected
05-03-2023,SIP,10000.0,143.17694066453524,120503,INV0005,Rejected
05-04-2023,SIP,10000.0,226.63878284469453,120503,INV0005,Rejected
05-05-2023,SIP,10000.0,129.31238972305118,120503,INV0005,Rejected
05-06-2023,SIP,10000.0,389.67424220517177,120503,INV0005,Rejected
05-07-2023,SIP,10000.0,163.34671829239858,120503,INV0005,Rejected
05-08-2023,SIP,10000.0,214.83770052677343,120503,INV0005,Rejected
05-09-2023,SIP,10000.0,117.59826904856786,120503,INV0005,Rejected
05-10-2023,SIP,10000.0,267.74661059581297,120503,INV0005,Rejected
05-11-2023,SIP,10000.0,345.824016823753,120503,INV0005,Rejected
05-12-2023,SIP,10000.0,123.88765230101797,120503,INV0005,Rejected
05-01-2024,SIP,10000.0,154.79986068130106,120503,INV0005,Rejected
05-02-2024,SIP,10000.0,256.3942766284951,120503,INV0005,Rejected
05-03-2024,SIP,10000.0,200.96163552751767,120503,INV0005,Rejected
05-04-2024,SIP,10000.0,141.2300695853348,120503,INV0005,Rejected
05-05-2024,SIP,10000.0,178.5533828228214,120503,INV0005,Rejected
05-06-2024,SIP,10000.0,122.79553477467752,120503,INV0005,Rejected
05-07-2024,SIP,10000.0,103.75071241059193,120503,INV0005,Rejected
05-08-2024,SIP,10000.0,131.17071281106058,120503,INV0005,Rejected
05-09-2024,SIP,10000.0,144.30729292556632,120503,INV0005,Rejected
05-10-2024,SIP,10000.0,281.36695365237483,120503,INV0005,Rejected
05-11-2024,SIP,10000.0,143.37566038512847,120503,INV0005,Rejected
05-12-2024,SIP,10000.0,152.129495405023,120503,INV0005,Rejected
05-01-2025,SIP,10000.0,543.3351036805614,120503,INV0005,Rejected
05-02-2025,SIP,10000.0,104.51508335172127,120503,INV0005,Rejected
05-03-2025,SIP,10000.0,321.14921197960695,120503,INV0005,Rejected
05-04-2025,SIP,10000.0,263.5896838659609,120503,INV0005,Rejected
05-05-2025,SIP,10000.0,121.07906557501772,120503,INV0005,Rejected
